strike,impliedVolatility,lastPrice,T
110.0,2.8349638500976564,100.3,0.013029788414954337
120.0,1.9140629296875002,90.9,0.013029788414954337
125.0,1.92578162109375,82.62,0.013029788414954337
130.0,2.0449267626953125,77.85,0.013029788414954337
135.0,1.3359408203124996,76.9,0.013029788414954337
140.0,1.3554719726562499,59.53,0.013029788414954337
145.0,1.3261752441406247,68.18,0.013029788414954337
150.0,1.3408236083984373,61.75,0.013029788414954337
155.0,1.115238798828125,57.61,0.013029788414954337
160.0,0.95507857421875,50.48,0.013029788414954337
165.0,0.85937640625,47.51,0.013029788414954337
170.0,0.7949239257812499,41.29,0.013029788414954337
172.5,0.6914093359375001,39.09,0.013029788414954337
175.0,0.6093789062500001,36.4,0.013029788414954337
177.5,0.632816171875,33.01,0.013029788414954337
180.0,0.6621127539062501,31.17,0.013029788414954337
182.5,0.7841818457031251,27.99,0.013029788414954337
185.0,0.6015664843750002,26.5,0.013029788414954337
187.5,0.5800823242187501,24.93,0.013029788414954337
190.0,0.5195360546875,21.55,0.013029788414954337
192.5,0.5302781347656251,18.9,0.013029788414954337
195.0,0.5361374511718751,16.74,0.013029788414954337
197.5,0.45606012695312503,14.25,0.013029788414954337
200.0,0.36817038085937503,11.75,0.013029788414954337
202.5,0.34717449707031245,9.5,0.013029788414954337
205.0,0.31836619140624994,7.37,0.013029788414954337
207.5,0.3012765185546875,5.39,0.013029788414954337
210.0,0.28577374389648436,3.7,0.013029788414954337
212.5,0.27210200561523434,2.39,0.013029788414954337
215.0,0.26758544921875,1.43,0.013029788414954337
217.5,0.2661206201171875,0.8,0.013029788414954337
220.0,0.26929441650390623,0.43,0.013029788414954337
222.5,0.2749095947265625,0.23,0.013029788414954337
225.0,0.28613995117187496,0.12,0.013029788414954337
227.5,0.295905478515625,0.07,0.013029788414954337
230.0,0.317389638671875,0.06,0.013029788414954337
235.0,0.35156898437499995,0.03,0.013029788414954337
240.0,0.4101621484375,0.02,0.013029788414954337
245.0,0.445318046875,0.01,0.013029788414954337
250.0,0.500005,0.01,0.013029788414954337
255.0,0.51562984375,0.01,0.013029788414954337
260.0,0.5312546875,0.01,0.013029788414954337
265.0,0.57812921875,0.01,0.013029788414954337
270.0,0.6250037500000001,0.01,0.013029788414954337
275.0,0.6562534375000001,0.01,0.013029788414954337
280.0,0.6875031250000001,0.01,0.013029788414954337
285.0,0.7500025,0.01,0.013029788414954337
290.0,0.7812521875,0.01,0.013029788414954337
295.0,0.8125018749999999,0.01,0.013029788414954337
300.0,0.8437515624999999,0.01,0.013029788414954337
305.0,0.87500125,0.02,0.013029788414954337
310.0,0.937500625,0.03,0.013029788414954337
320.0,0.500005,0.01,0.013029788414954337
325.0,1.0312548437500002,0.01,0.013029788414954337
110.0,1.171879140625,99.0,0.032207867433441145
120.0,1.376956240234375,78.74,0.032207867433441145
125.0,1.307620649414062,88.75,0.032207867433441145
130.0,1.2861363818359375,81.87,0.032207867433441145
135.0,1.2119180029296874,78.7,0.032207867433441145
140.0,1.171879140625,71.86,0.032207867433441145
145.0,0.6953155468750001,68.97,0.032207867433441145
150.0,0.8476577734374999,61.86,0.032207867433441145
155.0,0.7929708203125,57.13,0.032207867433441145
160.0,0.6699251757812501,50.63,0.032207867433441145
165.0,0.717776259765625,46.38,0.032207867433441145
170.0,0.7299831689453125,42.01,0.032207867433441145
175.0,0.6079140771484376,36.3,0.032207867433441145
180.0,0.561527822265625,30.45,0.032207867433441145
185.0,0.5520064331054688,26.99,0.032207867433441145
190.0,0.467778759765625,21.9,0.032207867433441145
195.0,0.3767152172851562,17.12,0.032207867433441145
200.0,0.3305731005859375,12.5,0.032207867433441145
205.0,0.29053443847656246,8.32,0.032207867433441145
210.0,0.26734131103515624,4.85,0.032207867433441145
215.0,0.2523268127441406,2.42,0.032207867433441145
220.0,0.2500075,1.09,0.032207867433441145
225.0,0.2553785400390626,0.47,0.032207867433441145
230.0,0.2695385546875,0.21,0.032207867433441145
235.0,0.29004616210937495,0.12,0.032207867433441145
240.0,0.31153032226562494,0.06,0.032207867433441145
245.0,0.33789724609375,0.04,0.032207867433441145
250.0,0.367193828125,0.04,0.032207867433441145
255.0,0.39063109375,0.03,0.032207867433441145
260.0,0.42578699218750005,0.04,0.032207867433441145
265.0,0.46094289062500005,0.03,0.032207867433441145
270.0,0.476567734375,0.01,0.032207867433441145
275.0,0.476567734375,0.02,0.032207867433441145
280.0,0.500005,0.01,0.032207867433441145
285.0,0.500005,0.02,0.032207867433441145
290.0,0.5312546875,0.02,0.032207867433441145
295.0,0.5625043750000001,0.05,0.032207867433441145
300.0,0.57812921875,0.01,0.032207867433441145
305.0,0.6093789062500001,0.01,0.032207867433441145
310.0,0.6250037500000001,0.01,0.032207867433441145
320.0,0.6718782812500002,0.02,0.032207867433441145
325.0,0.6875031250000001,0.01,0.032207867433441145
110.0,1.3339877050781246,91.15,0.051385946432045915
120.0,1.2128945605468748,92.11,0.051385946432045915
130.0,1.070805427246094,76.75,0.051385946432045915
135.0,0.954102021484375,64.32,0.051385946432045915
140.0,0.9936524072265626,72.03,0.051385946432045915
145.0,0.8833019482421874,65.46,0.051385946432045915
150.0,0.710940390625,61.63,0.051385946432045915
155.0,0.7485376708984376,55.98,0.051385946432045915
160.0,0.6552768847656252,52.23,0.051385946432045915
165.0,0.52539537109375,46.8,0.051385946432045915
170.0,0.5883830224609375,41.96,0.051385946432045915
175.0,0.5376022802734376,36.0,0.051385946432045915
180.0,0.50586431640625,32.33,0.051385946432045915
185.0,0.50586431640625,27.29,0.051385946432045915
190.0,0.40845318115234375,22.51,0.051385946432045915
195.0,0.3537662280273437,17.75,0.051385946432045915
200.0,0.3236151623535155,13.25,0.051385946432045915
205.0,0.29505099487304687,9.32,0.051385946432045915
210.0,0.274421318359375,5.97,0.051385946432045915
215.0,0.2590406127929688,3.46,0.051385946432045915
220.0,0.25220474365234374,1.83,0.051385946432045915
225.0,0.2512281909179687,0.93,0.051385946432045915
230.0,0.2580640600585938,0.47,0.051385946432045915
235.0,0.26856200195312496,0.26,0.051385946432045915
240.0,0.2846751220703124,0.15,0.051385946432045915
245.0,0.299811689453125,0.09,0.051385946432045915
250.0,0.31836619140624994,0.08,0.051385946432045915
255.0,0.34278000976562495,0.06,0.051385946432045915
260.0,0.35547519531249994,0.03,0.051385946432045915
265.0,0.38477177734374995,0.03,0.051385946432045915
270.0,0.398443515625,0.03,0.051385946432045915
275.0,0.42578699218750005,0.02,0.051385946432045915
280.0,0.4335994140625,0.01,0.051385946432045915
285.0,0.45703667968750006,0.01,0.051385946432045915
300.0,0.5273484765625001,0.02,0.051385946432045915
315.0,0.7060576269531251,0.05,0.051385946432045915
110.0,1.2089883300781248,88.19,0.0705640254821474
130.0,0.9477544287109375,71.55,0.0705640254821474
135.0,0.87500125,64.15,0.0705640254821474
140.0,0.75195560546875,73.22,0.0705640254821474
150.0,0.7260769580078125,61.28,0.0705640254821474
155.0,0.637698935546875,43.95,0.0705640254821474
160.0,0.6516148120117189,41.2,0.0705640254821474
165.0,0.6228065063476562,43.16,0.0705640254821474
170.0,0.5415084912109377,42.23,0.0705640254821474
175.0,0.5461471166992189,35.42,0.0705640254821474
180.0,0.507817421875,31.3,0.0705640254821474
185.0,0.43530838134765626,27.18,0.0705640254821474
190.0,0.3952697192382813,23.3,0.0705640254821474
195.0,0.35535312622070303,18.8,0.0705640254821474
200.0,0.3316717224121094,14.25,0.0705640254821474
205.0,0.3043282458496094,10.3,0.0705640254821474
210.0,0.2866282275390625,7.0,0.0705640254821474
215.0,0.2722240747070312,4.56,0.0705640254821474
220.0,0.26428958374023437,2.73,0.0705640254821474
225.0,0.2603833728027344,1.57,0.0705640254821474
230.0,0.260749580078125,0.86,0.0705640254821474
235.0,0.26563234375,0.49,0.0705640254821474
240.0,0.274421318359375,0.3,0.0705640254821474
245.0,0.2876047802734374,0.2,0.0705640254821474
250.0,0.301764794921875,0.12,0.0705640254821474
255.0,0.32031929687499994,0.1,0.0705640254821474
260.0,0.33301448242187504,0.08,0.0705640254821474
265.0,0.35352208984374994,0.08,0.0705640254821474
270.0,0.3632876171875,0.06,0.0705640254821474
275.0,0.38672488281249995,0.07,0.0705640254821474
280.0,0.40039662109375,0.05,0.0705640254821474
295.0,0.45117736328125,0.02,0.0705640254821474
305.0,0.4726615234375,0.03,0.0705640254821474
310.0,0.49219257812500006,0.03,0.0705640254821474
5.0,7.601562998046875,206.55,0.08974210199876331
10.0,3.8281254296875,188.6,0.08974210199876331
15.0,3.281251796875,190.7,0.08974210199876331
20.0,3.1015647460937497,193.03,0.08974210199876331
25.0,2.7968780078125004,175.3,0.08974210199876331
30.0,2.6640658398437504,170.25,0.08974210199876331
35.0,2.4531288671875,165.15,0.08974210199876331
40.0,2.3476603808593746,160.32,0.08974210199876331
45.0,2.183598291015625,155.81,0.08974210199876331
50.0,2.068364204101562,162.0,0.08974210199876331
55.0,1.9609376953125,144.93,0.08974210199876331
60.0,1.861328818359375,140.91,0.08974210199876331
65.0,1.7685558447265624,136.02,0.08974210199876331
70.0,1.6630876220703126,140.9,0.08974210199876331
75.0,1.5820333398437496,125.48,0.08974210199876331
80.0,1.505861845703125,131.45,0.08974210199876331
85.0,1.4179716601562502,115.55,0.08974210199876331
90.0,1.3857452587890622,111.08,0.08974210199876331
95.0,1.3056675341796873,115.75,0.08974210199876331
100.0,1.2490271923828122,112.69,0.08974210199876331
105.0,1.0625046875000002,95.65,0.08974210199876331
110.0,1.1469769213867185,102.96,0.08974210199876331
115.0,1.091801416015625,96.67,0.08974210199876331
120.0,0.9965820654296875,88.3,0.08974210199876331
125.0,0.8959971337890623,84.95,0.08974210199876331
130.0,0.851563984375,81.72,0.08974210199876331
135.0,0.8071308349609375,74.1,0.08974210199876331
140.0,0.74414318359375,72.25,0.08974210199876331
145.0,0.7319362744140624,54.45,0.08974210199876331
150.0,0.6621127539062501,62.75,0.08974210199876331
155.0,0.6425816992187501,57.35,0.08974210199876331
160.0,0.5991251025390626,51.94,0.08974210199876331
165.0,0.5483443603515626,47.11,0.08974210199876331
170.0,0.51562984375,42.56,0.08974210199876331
175.0,0.5006153454589843,37.9,0.08974210199876331
180.0,0.44836977416992185,33.23,0.08974210199876331
185.0,0.4105283557128906,28.05,0.08974210199876331
190.0,0.37805797729492185,23.27,0.08974210199876331
195.0,0.34705242797851554,19.0,0.08974210199876331
200.0,0.3215399877929687,14.85,0.08974210199876331
205.0,0.30054410400390624,11.11,0.08974210199876331
210.0,0.28284408569335934,7.85,0.08974210199876331
215.0,0.27027096923828126,5.21,0.08974210199876331
220.0,0.26099371826171874,3.3,0.08974210199876331
225.0,0.256843369140625,2.01,0.08974210199876331
230.0,0.2546461254882813,1.18,0.08974210199876331
235.0,0.2576978527832031,0.7,0.08974210199876331
240.0,0.2629468237304688,0.43,0.08974210199876331
245.0,0.27197993652343744,0.28,0.08974210199876331
250.0,0.282233740234375,0.19,0.08974210199876331
255.0,0.2954172021484375,0.14,0.08974210199876331
260.0,0.309577216796875,0.11,0.08974210199876331
265.0,0.32520206054687495,0.09,0.08974210199876331
270.0,0.336920693359375,0.06,0.08974210199876331
275.0,0.35156898437499995,0.05,0.08974210199876331
280.0,0.36524072265625,0.04,0.08974210199876331
285.0,0.37500625,0.03,0.08974210199876331
290.0,0.39453730468750003,0.04,0.08974210199876331
295.0,0.4023497265625,0.02,0.08974210199876331
300.0,0.41992767578125,0.02,0.08974210199876331
310.0,0.437505625,0.02,0.08974210199876331
320.0,0.4687553125,0.01,0.08974210199876331
330.0,0.500005,0.01,0.08974210199876331
340.0,0.500005,0.01,0.08974210199876331
350.0,0.500005,0.01,0.08974210199876331
360.0,0.5312546875,0.01,0.08974210199876331
